iso,code,country,B.3.1.4_raw_2019
LCA,662,Saint Lucia,NA
LIE,438,Liechtenstein,NA
LKA,144,Sri Lanka,41.83
LSO,426,Lesotho,64.67
LTU,440,Lithuania,118
LUX,442,Luxembourg,72.83
LVA,428,Latvia,86.83
MAC,446,Macao,NA
MAR,504,Morocco,79.67
MCO,492,Monaco,NA
MDA,498,Moldova,118
MDG,450,Madagascar,40.33
MDV,462,Maldives,97.33
MEX,484,Mexico,59.5
MHL,584,Marshall Islands,118
MKD,807,North Macedonia,NA
MLI,466,Mali,79.67
MLT,470,Malta,67.33
MMR,104,Myanmar,31.33
MNE,499,Montenegro,78
MNG,496,Mongolia,31.67
MOZ,508,Mozambique,2.67
MRT,478,Mauritania,63
MUS,480,Mauritius,105.17
MWI,454,Malawi,15.17
MYS,458,Malaysia,87.33
NAM,516,Namibia,98.17
NCL,540,New Caledonia,NA
NER,562,Niger,18.17
NGA,566,Nigeria,70
NIC,558,Nicaragua,58
NIU,570,Niue,NA
NLD,528,Netherlands,97.17
NOR,578,Norway,118
NPL,524,Nepal,20
NRU,520,Nauru,NA
NZL,554,New Zealand,66.33
OMN,512,Oman,84.67
PAK,586,Pakistan,25
PAN,591,Panama,108.33
PER,604,Peru,56.33
PHL,608,Philippines,26.67
PLW,585,Palau,NA
PNG,598,Papua New Guinea,58.67
POL,616,Poland,80
PRK,408,North Korea,NA
PRT,620,Portugal,48.33
PRY,600,Paraguay,30
PSE,275,State of Palestine,NA
PYF,258,French Polynesia,NA
QAT,634,Qatar,118
ROU,642,Romania,104.5
RUS,643,Russia,50.67
RWA,646,Rwanda,53.33
SAU,682,Saudi Arabia,73
SDN,729,Sudan,19.83
SEN,686,Senegal,67.5
SGP,702,Singapore,118
SLB,90,Solomon Islands,118
SLE,694,Sierra Leone,76.5
SLV,222,El Salvador,91.83
SMR,674,San Marino,NA
SOM,706,Somalia,NA
SRB,688,Serbia,92
SSD,728,South Sudan,17.33
STP,678,Sao Tome and Principe,NA
SUR,740,Suriname,118
SVK,703,Slovakia,NA
SVN,705,Slovenia,91.83
SWE,752,Sweden,100.5
SWZ,748,Eswatini,118
SXM,534,Sint Maarten,NA
SYC,690,Seychelles,118
SYR,760,Syria,NA
TCA,796,Turks and Caicos Islands,NA
TCD,148,Chad,118
TGO,768,Togo,118
THA,764,Thailand,43.17
TJK,762,Tajikistan,104.33
TKM,795,Turkmenistan,NA
TLS,626,Timor-Leste,118
TON,776,Tonga,118
TTO,780,Trinidad and Tobago,118
TUN,788,Tunisia,118
TUR,792,Turkey,66
TUV,798,Tuvalu,118
TWN,158,Taiwan,NA
TZA,834,Tanzania,66.5
UGA,800,Uganda,42.17
UKR,804,Ukraine,76.17
URY,858,Uruguay,79.67
USA,840,United States of America,NA
UZB,860,Uzbekistan,118
VAT,336,Holy See,NA
VCT,670,Saint Vincent and the Grenadines,NA
VEN,862,Venezuela,118
VGB,92,British Virgin Islands,NA
VNM,704,Viet Nam,50.17
VUT,548,Vanuatu,73
WLF,876,Wallis and Futuna Islands,NA
WSM,882,Samoa,118
XKX,689,Kosovo,NA
YEM,887,Yemen,59.33
ZAF,710,South Africa,32.5
ZMB,894,Zambia,63.33
ZWE,716,Zimbabwe,6.17
