50.35,"B.1.1 Reproductive, Maternal, New-born and Child Health",83.19,B.1.2 Infectious Diseases,34.75,B.1.3 Non-communicable Diseases and Mental Health,37.66,B.1.4 Injuries and Violence,52.2,B.1.5 Universal Health Coverage and Health Systems,29.9,B.1.6 Health Risk,95.64,B.2.1 Animal Epidemic Disease,31.66,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",54.54,B.2.3 Animal Nutritional Status,36.62,B.2.4 Animal Biodiversity,65.03,B.3.1 Air Quality and Climate Change,47.33,B.3.2 Land Resources,47.66,B.3.3 Sanitation and Water Resources,43.39,B.3.4 Hazardous Chemicals,57.37,B.3.5 Environmental biodiversity
88.76,"B.1.1 Reproductive, Maternal, New-born and Child Health",62.55,B.1.2 Infectious Diseases,36.27,B.1.3 Non-communicable Diseases and Mental Health,35.62,B.1.4 Injuries and Violence,66.83,B.1.5 Universal Health Coverage and Health Systems,28.14,B.1.6 Health Risk,81.36,B.2.1 Animal Epidemic Disease,43.45,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",54.77,B.2.3 Animal Nutritional Status,48.4,B.2.4 Animal Biodiversity,46.28,B.3.1 Air Quality and Climate Change,69.56,B.3.2 Land Resources,55.7,B.3.3 Sanitation and Water Resources,44.63,B.3.4 Hazardous Chemicals,57.97,B.3.5 Environmental biodiversity
89.36,"B.1.1 Reproductive, Maternal, New-born and Child Health",76.41,B.1.2 Infectious Diseases,30.94,B.1.3 Non-communicable Diseases and Mental Health,53.5,B.1.4 Injuries and Violence,65.18,B.1.5 Universal Health Coverage and Health Systems,23.38,B.1.6 Health Risk,87.19,B.2.1 Animal Epidemic Disease,8.93,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",74.36,B.2.3 Animal Nutritional Status,48.47,B.2.4 Animal Biodiversity,60.67,B.3.1 Air Quality and Climate Change,57.07,B.3.2 Land Resources,50.14,B.3.3 Sanitation and Water Resources,69.27,B.3.4 Hazardous Chemicals,58.13,B.3.5 Environmental biodiversity
43.91,"B.1.1 Reproductive, Maternal, New-born and Child Health",72.77,B.1.2 Infectious Diseases,59.75,B.1.3 Non-communicable Diseases and Mental Health,39.19,B.1.4 Injuries and Violence,62.38,B.1.5 Universal Health Coverage and Health Systems,50.05,B.1.6 Health Risk,92.66,B.2.1 Animal Epidemic Disease,22.94,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",46.61,B.2.3 Animal Nutritional Status,45.77,B.2.4 Animal Biodiversity,45.43,B.3.1 Air Quality and Climate Change,47.52,B.3.2 Land Resources,69.16,B.3.3 Sanitation and Water Resources,15.96,B.3.4 Hazardous Chemicals,63.9,B.3.5 Environmental biodiversity
8.95,"B.1.1 Reproductive, Maternal, New-born and Child Health",46.47,B.1.2 Infectious Diseases,65.62,B.1.3 Non-communicable Diseases and Mental Health,22.81,B.1.4 Injuries and Violence,35.91,B.1.5 Universal Health Coverage and Health Systems,86.07,B.1.6 Health Risk,94.74,B.2.1 Animal Epidemic Disease,44.3,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",9.95,B.2.3 Animal Nutritional Status,52.36,B.2.4 Animal Biodiversity,34.18,B.3.1 Air Quality and Climate Change,60.41,B.3.2 Land Resources,38.71,B.3.3 Sanitation and Water Resources,18.58,B.3.4 Hazardous Chemicals,60.87,B.3.5 Environmental biodiversity
34.69,"B.1.1 Reproductive, Maternal, New-born and Child Health",67.28,B.1.2 Infectious Diseases,50.28,B.1.3 Non-communicable Diseases and Mental Health,49.24,B.1.4 Injuries and Violence,64.74,B.1.5 Universal Health Coverage and Health Systems,73.77,B.1.6 Health Risk,86.62,B.2.1 Animal Epidemic Disease,39.62,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",19.97,B.2.3 Animal Nutritional Status,45.74,B.2.4 Animal Biodiversity,30.03,B.3.1 Air Quality and Climate Change,75.83,B.3.2 Land Resources,77.95,B.3.3 Sanitation and Water Resources,17.83,B.3.4 Hazardous Chemicals,66.53,B.3.5 Environmental biodiversity
28.59,"B.1.1 Reproductive, Maternal, New-born and Child Health",62.89,B.1.2 Infectious Diseases,44.51,B.1.3 Non-communicable Diseases and Mental Health,32.6,B.1.4 Injuries and Violence,67,B.1.5 Universal Health Coverage and Health Systems,56.14,B.1.6 Health Risk,85.68,B.2.1 Animal Epidemic Disease,40.58,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",48.08,B.2.3 Animal Nutritional Status,32.43,B.2.4 Animal Biodiversity,55.41,B.3.1 Air Quality and Climate Change,43.15,B.3.2 Land Resources,63.34,B.3.3 Sanitation and Water Resources,25.17,B.3.4 Hazardous Chemicals,63.77,B.3.5 Environmental biodiversity
26.55,"B.1.1 Reproductive, Maternal, New-born and Child Health",44.93,B.1.2 Infectious Diseases,45.42,B.1.3 Non-communicable Diseases and Mental Health,23.77,B.1.4 Injuries and Violence,71.14,B.1.5 Universal Health Coverage and Health Systems,66.21,B.1.6 Health Risk,89.17,B.2.1 Animal Epidemic Disease,35.25,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",28.82,B.2.3 Animal Nutritional Status,44.6,B.2.4 Animal Biodiversity,37.76,B.3.1 Air Quality and Climate Change,51.65,B.3.2 Land Resources,49.55,B.3.3 Sanitation and Water Resources,33.84,B.3.4 Hazardous Chemicals,79.73,B.3.5 Environmental biodiversity
42.17,"B.1.1 Reproductive, Maternal, New-born and Child Health",53.95,B.1.2 Infectious Diseases,45.61,B.1.3 Non-communicable Diseases and Mental Health,36.53,B.1.4 Injuries and Violence,46.19,B.1.5 Universal Health Coverage and Health Systems,44.13,B.1.6 Health Risk,68.96,B.2.1 Animal Epidemic Disease,34.08,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",71.56,B.2.3 Animal Nutritional Status,47.38,B.2.4 Animal Biodiversity,61.05,B.3.1 Air Quality and Climate Change,47.61,B.3.2 Land Resources,63.51,B.3.3 Sanitation and Water Resources,38.27,B.3.4 Hazardous Chemicals,53.43,B.3.5 Environmental biodiversity
60.45,"B.1.1 Reproductive, Maternal, New-born and Child Health",76.65,B.1.2 Infectious Diseases,55.19,B.1.3 Non-communicable Diseases and Mental Health,65.74,B.1.4 Injuries and Violence,57.77,B.1.5 Universal Health Coverage and Health Systems,24.76,B.1.6 Health Risk,55.35,B.2.1 Animal Epidemic Disease,36.97,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",39.72,B.2.3 Animal Nutritional Status,57.73,B.2.4 Animal Biodiversity,48.47,B.3.1 Air Quality and Climate Change,60.92,B.3.2 Land Resources,60.2,B.3.3 Sanitation and Water Resources,41.35,B.3.4 Hazardous Chemicals,52.48,B.3.5 Environmental biodiversity
63.88,"B.1.1 Reproductive, Maternal, New-born and Child Health",71.58,B.1.2 Infectious Diseases,21.27,B.1.3 Non-communicable Diseases and Mental Health,48.9,B.1.4 Injuries and Violence,55.64,B.1.5 Universal Health Coverage and Health Systems,34.38,B.1.6 Health Risk,90.9,B.2.1 Animal Epidemic Disease,35.4,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",42.31,B.2.3 Animal Nutritional Status,43.82,B.2.4 Animal Biodiversity,40.84,B.3.1 Air Quality and Climate Change,55.12,B.3.2 Land Resources,56.61,B.3.3 Sanitation and Water Resources,48.6,B.3.4 Hazardous Chemicals,55.13,B.3.5 Environmental biodiversity
10.04,"B.1.1 Reproductive, Maternal, New-born and Child Health",56.92,B.1.2 Infectious Diseases,74.65,B.1.3 Non-communicable Diseases and Mental Health,13.38,B.1.4 Injuries and Violence,54.29,B.1.5 Universal Health Coverage and Health Systems,86.21,B.1.6 Health Risk,81.31,B.2.1 Animal Epidemic Disease,32.57,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",1.81,B.2.3 Animal Nutritional Status,45.51,B.2.4 Animal Biodiversity,34.33,B.3.1 Air Quality and Climate Change,70.13,B.3.2 Land Resources,27.92,B.3.3 Sanitation and Water Resources,21.62,B.3.4 Hazardous Chemicals,57.9,B.3.5 Environmental biodiversity
16.15,"B.1.1 Reproductive, Maternal, New-born and Child Health",51.41,B.1.2 Infectious Diseases,71.33,B.1.3 Non-communicable Diseases and Mental Health,11.88,B.1.4 Injuries and Violence,57.59,B.1.5 Universal Health Coverage and Health Systems,96.82,B.1.6 Health Risk,72.41,B.2.1 Animal Epidemic Disease,33.55,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",28.58,B.2.3 Animal Nutritional Status,29.53,B.2.4 Animal Biodiversity,50.66,B.3.1 Air Quality and Climate Change,59.46,B.3.2 Land Resources,36.7,B.3.3 Sanitation and Water Resources,22.56,B.3.4 Hazardous Chemicals,54.83,B.3.5 Environmental biodiversity
39.36,"B.1.1 Reproductive, Maternal, New-born and Child Health",66.09,B.1.2 Infectious Diseases,54.48,B.1.3 Non-communicable Diseases and Mental Health,29.4,B.1.4 Injuries and Violence,66.94,B.1.5 Universal Health Coverage and Health Systems,56.15,B.1.6 Health Risk,53.22,B.2.1 Animal Epidemic Disease,36.83,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",31.43,B.2.3 Animal Nutritional Status,45.36,B.2.4 Animal Biodiversity,62.18,B.3.1 Air Quality and Climate Change,75.07,B.3.2 Land Resources,52.63,B.3.3 Sanitation and Water Resources,27.6,B.3.4 Hazardous Chemicals,39.94,B.3.5 Environmental biodiversity
29.69,"B.1.1 Reproductive, Maternal, New-born and Child Health",57.87,B.1.2 Infectious Diseases,58.35,B.1.3 Non-communicable Diseases and Mental Health,38.59,B.1.4 Injuries and Violence,57.79,B.1.5 Universal Health Coverage and Health Systems,81.42,B.1.6 Health Risk,83.1,B.2.1 Animal Epidemic Disease,35.93,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",18.22,B.2.3 Animal Nutritional Status,45.74,B.2.4 Animal Biodiversity,49.5,B.3.1 Air Quality and Climate Change,58.22,B.3.2 Land Resources,45.72,B.3.3 Sanitation and Water Resources,22.69,B.3.4 Hazardous Chemicals,35.5,B.3.5 Environmental biodiversity
8.7,"B.1.1 Reproductive, Maternal, New-born and Child Health",37.4,B.1.2 Infectious Diseases,66.32,B.1.3 Non-communicable Diseases and Mental Health,19.9,B.1.4 Injuries and Violence,34.51,B.1.5 Universal Health Coverage and Health Systems,85.42,B.1.6 Health Risk,91.03,B.2.1 Animal Epidemic Disease,44.07,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",5.15,B.2.3 Animal Nutritional Status,29.41,B.2.4 Animal Biodiversity,36.53,B.3.1 Air Quality and Climate Change,61.76,B.3.2 Land Resources,63.5,B.3.3 Sanitation and Water Resources,23.48,B.3.4 Hazardous Chemicals,58.6,B.3.5 Environmental biodiversity
76.64,"B.1.1 Reproductive, Maternal, New-born and Child Health",86.79,B.1.2 Infectious Diseases,39.15,B.1.3 Non-communicable Diseases and Mental Health,53.36,B.1.4 Injuries and Violence,72.33,B.1.5 Universal Health Coverage and Health Systems,20.02,B.1.6 Health Risk,91.67,B.2.1 Animal Epidemic Disease,32.87,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",80.58,B.2.3 Animal Nutritional Status,35.69,B.2.4 Animal Biodiversity,62.13,B.3.1 Air Quality and Climate Change,53.44,B.3.2 Land Resources,65.68,B.3.3 Sanitation and Water Resources,71.03,B.3.4 Hazardous Chemicals,64.13,B.3.5 Environmental biodiversity
0.95,"B.1.1 Reproductive, Maternal, New-born and Child Health",25.95,B.1.2 Infectious Diseases,53.6,B.1.3 Non-communicable Diseases and Mental Health,9.83,B.1.4 Injuries and Violence,26.4,B.1.5 Universal Health Coverage and Health Systems,97.5,B.1.6 Health Risk,79.65,B.2.1 Animal Epidemic Disease,35.48,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",15.12,B.2.3 Animal Nutritional Status,36.59,B.2.4 Animal Biodiversity,30.74,B.3.1 Air Quality and Climate Change,68.81,B.3.2 Land Resources,49.55,B.3.3 Sanitation and Water Resources,29.49,B.3.4 Hazardous Chemicals,66.03,B.3.5 Environmental biodiversity
0.59,"B.1.1 Reproductive, Maternal, New-born and Child Health",46.86,B.1.2 Infectious Diseases,74.8,B.1.3 Non-communicable Diseases and Mental Health,11.8,B.1.4 Injuries and Violence,26.29,B.1.5 Universal Health Coverage and Health Systems,94.41,B.1.6 Health Risk,69.66,B.2.1 Animal Epidemic Disease,37.18,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",4.4,B.2.3 Animal Nutritional Status,46.98,B.2.4 Animal Biodiversity,21.79,B.3.1 Air Quality and Climate Change,63.81,B.3.2 Land Resources,38.49,B.3.3 Sanitation and Water Resources,28.02,B.3.4 Hazardous Chemicals,59.17,B.3.5 Environmental biodiversity
59.92,"B.1.1 Reproductive, Maternal, New-born and Child Health",69.39,B.1.2 Infectious Diseases,45.81,B.1.3 Non-communicable Diseases and Mental Health,41.28,B.1.4 Injuries and Violence,63.46,B.1.5 Universal Health Coverage and Health Systems,35.88,B.1.6 Health Risk,92.13,B.2.1 Animal Epidemic Disease,43.25,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",75.51,B.2.3 Animal Nutritional Status,21.47,B.2.4 Animal Biodiversity,61.31,B.3.1 Air Quality and Climate Change,39.6,B.3.2 Land Resources,70.06,B.3.3 Sanitation and Water Resources,38.22,B.3.4 Hazardous Chemicals,62.87,B.3.5 Environmental biodiversity
67.52,"B.1.1 Reproductive, Maternal, New-born and Child Health",77.41,B.1.2 Infectious Diseases,38.23,B.1.3 Non-communicable Diseases and Mental Health,40.31,B.1.4 Injuries and Violence,57.97,B.1.5 Universal Health Coverage and Health Systems,47.41,B.1.6 Health Risk,96.89,B.2.1 Animal Epidemic Disease,35.42,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",40.54,B.2.3 Animal Nutritional Status,35.12,B.2.4 Animal Biodiversity,38.06,B.3.1 Air Quality and Climate Change,46.78,B.3.2 Land Resources,65.53,B.3.3 Sanitation and Water Resources,30.06,B.3.4 Hazardous Chemicals,50,B.3.5 Environmental biodiversity
40.32,"B.1.1 Reproductive, Maternal, New-born and Child Health",52.89,B.1.2 Infectious Diseases,60.77,B.1.3 Non-communicable Diseases and Mental Health,38.68,B.1.4 Injuries and Violence,65.23,B.1.5 Universal Health Coverage and Health Systems,21.88,B.1.6 Health Risk,95.63,B.2.1 Animal Epidemic Disease,46.21,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",60.74,B.2.3 Animal Nutritional Status,32.4,B.2.4 Animal Biodiversity,65.82,B.3.1 Air Quality and Climate Change,58.36,B.3.2 Land Resources,66.14,B.3.3 Sanitation and Water Resources,33.4,B.3.4 Hazardous Chemicals,59.17,B.3.5 Environmental biodiversity
51.31,"B.1.1 Reproductive, Maternal, New-born and Child Health",67.56,B.1.2 Infectious Diseases,52.39,B.1.3 Non-communicable Diseases and Mental Health,43.74,B.1.4 Injuries and Violence,72.73,B.1.5 Universal Health Coverage and Health Systems,24.46,B.1.6 Health Risk,94.85,B.2.1 Animal Epidemic Disease,39.22,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",58.47,B.2.3 Animal Nutritional Status,33.81,B.2.4 Animal Biodiversity,51.3,B.3.1 Air Quality and Climate Change,59,B.3.2 Land Resources,64.52,B.3.3 Sanitation and Water Resources,26.83,B.3.4 Hazardous Chemicals,57.47,B.3.5 Environmental biodiversity
5.09,"B.1.1 Reproductive, Maternal, New-born and Child Health",41.07,B.1.2 Infectious Diseases,69.1,B.1.3 Non-communicable Diseases and Mental Health,18.44,B.1.4 Injuries and Violence,43.73,B.1.5 Universal Health Coverage and Health Systems,82.81,B.1.6 Health Risk,86.53,B.2.1 Animal Epidemic Disease,37.64,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",9.17,B.2.3 Animal Nutritional Status,23.27,B.2.4 Animal Biodiversity,43.6,B.3.1 Air Quality and Climate Change,55.03,B.3.2 Land Resources,42.14,B.3.3 Sanitation and Water Resources,19.03,B.3.4 Hazardous Chemicals,42.33,B.3.5 Environmental biodiversity
78.57,"B.1.1 Reproductive, Maternal, New-born and Child Health",78.01,B.1.2 Infectious Diseases,15.9,B.1.3 Non-communicable Diseases and Mental Health,56.11,B.1.4 Injuries and Violence,55.59,B.1.5 Universal Health Coverage and Health Systems,30.27,B.1.6 Health Risk,90.53,B.2.1 Animal Epidemic Disease,44.37,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",46.54,B.2.3 Animal Nutritional Status,52.81,B.2.4 Animal Biodiversity,47.84,B.3.1 Air Quality and Climate Change,60.91,B.3.2 Land Resources,61.53,B.3.3 Sanitation and Water Resources,53.23,B.3.4 Hazardous Chemicals,58.67,B.3.5 Environmental biodiversity
61.11,"B.1.1 Reproductive, Maternal, New-born and Child Health",69.05,B.1.2 Infectious Diseases,29.93,B.1.3 Non-communicable Diseases and Mental Health,50.79,B.1.4 Injuries and Violence,70.16,B.1.5 Universal Health Coverage and Health Systems,53.18,B.1.6 Health Risk,89.18,B.2.1 Animal Epidemic Disease,29.96,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",40.35,B.2.3 Animal Nutritional Status,46.86,B.2.4 Animal Biodiversity,54.61,B.3.1 Air Quality and Climate Change,42.41,B.3.2 Land Resources,55.97,B.3.3 Sanitation and Water Resources,43.98,B.3.4 Hazardous Chemicals,59.77,B.3.5 Environmental biodiversity
94.3,"B.1.1 Reproductive, Maternal, New-born and Child Health",69.93,B.1.2 Infectious Diseases,47.66,B.1.3 Non-communicable Diseases and Mental Health,54.2,B.1.4 Injuries and Violence,54.01,B.1.5 Universal Health Coverage and Health Systems,26.58,B.1.6 Health Risk,83.9,B.2.1 Animal Epidemic Disease,36.04,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",63.79,B.2.3 Animal Nutritional Status,29.79,B.2.4 Animal Biodiversity,46.66,B.3.1 Air Quality and Climate Change,56.81,B.3.2 Land Resources,49.78,B.3.3 Sanitation and Water Resources,62.8,B.3.4 Hazardous Chemicals,45.26,B.3.5 Environmental biodiversity
87.25,"B.1.1 Reproductive, Maternal, New-born and Child Health",77.73,B.1.2 Infectious Diseases,25.79,B.1.3 Non-communicable Diseases and Mental Health,52.59,B.1.4 Injuries and Violence,63.97,B.1.5 Universal Health Coverage and Health Systems,35.68,B.1.6 Health Risk,85.31,B.2.1 Animal Epidemic Disease,43.26,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",68.98,B.2.3 Animal Nutritional Status,47.82,B.2.4 Animal Biodiversity,51.24,B.3.1 Air Quality and Climate Change,57.29,B.3.2 Land Resources,52.08,B.3.3 Sanitation and Water Resources,62.51,B.3.4 Hazardous Chemicals,61.77,B.3.5 Environmental biodiversity
6.83,"B.1.1 Reproductive, Maternal, New-born and Child Health",40.3,B.1.2 Infectious Diseases,66.97,B.1.3 Non-communicable Diseases and Mental Health,13.47,B.1.4 Injuries and Violence,31.54,B.1.5 Universal Health Coverage and Health Systems,93.04,B.1.6 Health Risk,87.06,B.2.1 Animal Epidemic Disease,38.58,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",26.19,B.2.3 Animal Nutritional Status,26.48,B.2.4 Animal Biodiversity,49.26,B.3.1 Air Quality and Climate Change,44.54,B.3.2 Land Resources,40.21,B.3.3 Sanitation and Water Resources,29.35,B.3.4 Hazardous Chemicals,59.9,B.3.5 Environmental biodiversity
87.06,"B.1.1 Reproductive, Maternal, New-born and Child Health",83.93,B.1.2 Infectious Diseases,29.09,B.1.3 Non-communicable Diseases and Mental Health,64.27,B.1.4 Injuries and Violence,68.93,B.1.5 Universal Health Coverage and Health Systems,28.83,B.1.6 Health Risk,86.2,B.2.1 Animal Epidemic Disease,26.92,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",68.41,B.2.3 Animal Nutritional Status,53.99,B.2.4 Animal Biodiversity,62.62,B.3.1 Air Quality and Climate Change,55.6,B.3.2 Land Resources,48.9,B.3.3 Sanitation and Water Resources,76.79,B.3.4 Hazardous Chemicals,57.6,B.3.5 Environmental biodiversity
25.7,"B.1.1 Reproductive, Maternal, New-born and Child Health",62.77,B.1.2 Infectious Diseases,54.13,B.1.3 Non-communicable Diseases and Mental Health,19.84,B.1.4 Injuries and Violence,62.43,B.1.5 Universal Health Coverage and Health Systems,49.09,B.1.6 Health Risk,91.2,B.2.1 Animal Epidemic Disease,41.74,"B.2.2 Animal Welfare, Relevant Regulations and Policy Support",46.47,B.2.3 Animal Nutritional Status,24.64,B.2.4 Animal Biodiversity,50.06,B.3.1 Air Quality and Climate Change,45.89,B.3.2 Land Resources,51.63,B.3.3 Sanitation and Water Resources,37.02,B.3.4 Hazardous Chemicals,49.43,B.3.5 Environmental biodiversity
