iso,code,country,B.3.2.1_raw_2010
MAC,446,Macao,37.49866585
MAR,504,Morocco,0.205398451
MCO,492,Monaco,25.25812405
MDA,498,Moldova,1.020387316
MDG,450,Madagascar,0.748541989
MDV,462,Maldives,45.50767853
MEX,484,Mexico,2.16731636
MHL,584,Marshall Islands,43.81798241
MKD,807,North Macedonia,0
MLI,466,Mali,0
MLT,470,Malta,2.734736378
MMR,104,Myanmar,3.608969789
MNE,499,Montenegro,NA
MNG,496,Mongolia,NA
MOZ,508,Mozambique,1.340483109
MRT,478,Mauritania,1.084070035
MUS,480,Mauritius,1.311377474
MWI,454,Malawi,0
MYS,458,Malaysia,1.327918026
NAM,516,Namibia,0.195345682
NCL,540,New Caledonia,2.912721692
NER,562,Niger,NA
NGA,566,Nigeria,0.448578879
NIC,558,Nicaragua,3.007701258
NIU,570,Niue,NA
NLD,528,Netherlands,55.55545375
NOR,578,Norway,1.974102997
NPL,524,Nepal,NA
NRU,520,Nauru,7.626450891
NZL,554,New Zealand,0.947485319
OMN,512,Oman,0.813482991
PAK,586,Pakistan,1.534015255
PAN,591,Panama,1.681324326
PER,604,Peru,0.321878305
PHL,608,Philippines,2.631697455
PLW,585,Palau,1.973126212
PNG,598,Papua New Guinea,0.467637202
POL,616,Poland,1.169771807
PRK,408,North Korea,1.80829975
PRT,620,Portugal,1.437475134
PRY,600,Paraguay,NA
PSE,275,State of Palestine,0.094975347
PYF,258,French Polynesia,19.91798496
QAT,634,Qatar,12.12391453
ROU,642,Romania,2.383552177
RUS,643,Russia,0.780140447
RWA,646,Rwanda,NA
SAU,682,Saudi Arabia,0.418070627
SDN,729,Sudan,0.07027762
SEN,686,Senegal,3.536303993
SGP,702,Singapore,8.1616391
SLB,90,Solomon Islands,1.617805597
SLE,694,Sierra Leone,2.851627671
SLV,222,El Salvador,0.788962098
SMR,674,San Marino,0
SOM,706,Somalia,0.27021218
SRB,688,Serbia,NA
SSD,728,South Sudan,NA
STP,678,Sao Tome and Principe,0.898821551
SUR,740,Suriname,2.697954737
SVK,703,Slovakia,NA
SVN,705,Slovenia,0.096306892
SWE,752,Sweden,0.981584563
SWZ,748,Eswatini,0
SXM,534,Sint Maarten,NA
SYC,690,Seychelles,16.42298755
SYR,760,Syria,0.025965702
TCA,796,Turks and Caicos Islands,55.87936317
TCD,148,Chad,NA
TGO,768,Togo,0.426619824
THA,764,Thailand,2.90528606
TJK,762,Tajikistan,NA
TKM,795,Turkmenistan,NA
TLS,626,Timor-Leste,0.676322159
TON,776,Tonga,7.347107203
TTO,780,Trinidad and Tobago,2.6525162
TUN,788,Tunisia,1.939264589
TUR,792,Turkey,0.530868554
TUV,798,Tuvalu,32.65421347
TWN,158,Taiwan,NA
TZA,834,Tanzania,0.088716314
UGA,800,Uganda,NA
UKR,804,Ukraine,1.215087844
URY,858,Uruguay,1.516515562
USA,840,United States of America,1.167679223
UZB,860,Uzbekistan,NA
VAT,336,Holy See,NA
VCT,670,Saint Vincent and the Grenadines,3.403213626
VEN,862,Venezuela,1.458119112
VGB,92,British Virgin Islands,28.00742564
VNM,704,Viet Nam,15.40582425
VUT,548,Vanuatu,0.827032824
WLF,876,Wallis and Futuna Islands,NA
WSM,882,Samoa,0.37125961
XKX,689,Kosovo,NA
YEM,887,Yemen,0.414368245
ZAF,710,South Africa,0.067860899
ZMB,894,Zambia,NA
ZWE,716,Zimbabwe,NA
