iso,code,country,B.2.2.1_raw_2020
LCA,662,Saint Lucia,NA
LIE,438,Liechtenstein,NA
LKA,144,Sri Lanka,6.3
LSO,426,Lesotho,NA
LTU,440,Lithuania,9.2
LUX,442,Luxembourg,NA
LVA,428,Latvia,3.5
MAC,446,Macao,NA
MAR,504,Morocco,1.9
MCO,492,Monaco,NA
MDA,498,Moldova,NA
MDG,450,Madagascar,NA
MDV,462,Maldives,100
MEX,484,Mexico,NA
MHL,584,Marshall Islands,74.5
MKD,807,North Macedonia,NA
MLI,466,Mali,NA
MLT,470,Malta,NA
MMR,104,Myanmar,5.7
MNE,499,Montenegro,3.7
MNG,496,Mongolia,NA
MOZ,508,Mozambique,NA
MRT,478,Mauritania,3.9
MUS,480,Mauritius,NA
MWI,454,Malawi,NA
MYS,458,Malaysia,5.7
NAM,516,Namibia,0
NCL,540,New Caledonia,NA
NER,562,Niger,NA
NGA,566,Nigeria,NA
NIC,558,Nicaragua,NA
NIU,570,Niue,NA
NLD,528,Netherlands,0.7
NOR,578,Norway,7.3
NPL,524,Nepal,NA
NRU,520,Nauru,NA
NZL,554,New Zealand,3
OMN,512,Oman,NA
PAK,586,Pakistan,NA
PAN,591,Panama,NA
PER,604,Peru,23.6
PHL,608,Philippines,19.1
PLW,585,Palau,NA
PNG,598,Papua New Guinea,33.3
POL,616,Poland,3.4
PRK,408,North Korea,NA
PRT,620,Portugal,55.2
PRY,600,Paraguay,NA
PSE,275,State of Palestine,NA
PYF,258,French Polynesia,NA
QAT,634,Qatar,NA
ROU,642,Romania,1.4
RUS,643,Russia,2.2
RWA,646,Rwanda,NA
SAU,682,Saudi Arabia,NA
SDN,729,Sudan,NA
SEN,686,Senegal,7.1
SGP,702,Singapore,100
SLB,90,Solomon Islands,73.3
SLE,694,Sierra Leone,NA
SLV,222,El Salvador,NA
SMR,674,San Marino,NA
SOM,706,Somalia,NA
SRB,688,Serbia,NA
SSD,728,South Sudan,NA
STP,678,Sao Tome and Principe,NA
SUR,740,Suriname,NA
SVK,703,Slovakia,NA
SVN,705,Slovenia,NA
SWE,752,Sweden,3.6
SWZ,748,Eswatini,NA
SXM,534,Sint Maarten,NA
SYC,690,Seychelles,NA
SYR,760,Syria,NA
TCA,796,Turks and Caicos Islands,NA
TCD,148,Chad,NA
TGO,768,Togo,NA
THA,764,Thailand,5.5
TJK,762,Tajikistan,NA
TKM,795,Turkmenistan,NA
TLS,626,Timor-Leste,100
TON,776,Tonga,73.5
TTO,780,Trinidad and Tobago,6.7
TUN,788,Tunisia,NA
TUR,792,Turkey,7.2
TUV,798,Tuvalu,NA
TWN,158,Taiwan,10.9
TZA,834,Tanzania,NA
UGA,800,Uganda,NA
UKR,804,Ukraine,4.1
URY,858,Uruguay,NA
USA,840,United States of America,4
UZB,860,Uzbekistan,NA
VAT,336,Holy See,NA
VCT,670,Saint Vincent and the Grenadines,NA
VEN,862,Venezuela,17.8
VGB,92,British Virgin Islands,NA
VNM,704,Viet Nam,2.1
VUT,548,Vanuatu,66.2
WLF,876,Wallis and Futuna Islands,NA
WSM,882,Samoa,NA
XKX,689,Kosovo,NA
YEM,887,Yemen,NA
ZAF,710,South Africa,7.7
ZMB,894,Zambia,NA
ZWE,716,Zimbabwe,NA
