iso,code,country,B.3.1.3_raw_2019
TUV,798,Tuvalu,NA
TWN,158,Taiwan,42.7
TZA,834,Tanzania,37.9
UGA,800,Uganda,43.4
UKR,804,Ukraine,39.5
URY,858,Uruguay,32.2
USA,840,United States of America,43.4
UZB,860,Uzbekistan,51.2
VAT,336,Holy See,NA
VCT,670,Saint Vincent and the Grenadines,21.7
VEN,862,Venezuela,33.5
VGB,92,British Virgin Islands,NA
VNM,704,Viet Nam,38.7
VUT,548,Vanuatu,25.5
WLF,876,Wallis and Futuna Islands,NA
WSM,882,Samoa,32.8
XKX,689,Kosovo,NA
YEM,887,Yemen,48.4
ZAF,710,South Africa,39.9
ZMB,894,Zambia,43.6
ZWE,716,Zimbabwe,41.9
