iso,code,country,B.3.1.2_raw_2019
FIN,246,Finland,0.3
FJI,242,Fiji,28.3
FLK,238,Falkland Islands,NA
FRA,250,France,0.2
FRO,234,Faeroe Islands,NA
FSM,583,Micronesia,27.5
GAB,266,Gabon,8.2
GBR,826,United Kingdom,0.1
GEO,268,Georgia,34.1
GGY,831,Guernsey,NA
GHA,288,Ghana,70.2
GIN,324,Guinea,97.5
GMB,270,Gambia,95.3
GNB,624,Guinea-Bissau,97.7
GNQ,226,Equatorial Guinea,24.6
GRC,300,Greece,0.6
GRD,308,Grenada,2.6
GRL,304,Greenland,1.9
GTM,320,Guatemala,47.4
GUY,328,Guyana,5.4
HKG,344,Hong Kong,NA
HND,340,Honduras,49
HRV,191,Croatia,6
HTI,332,Haiti,89.9
HUN,348,Hungary,19.3
IDN,360,Indonesia,33.9
IMN,833,Isle of Man,NA
IND,356,India,60.7
IRL,372,Ireland,0.3
IRN,364,Iran,0.3
IRQ,368,Iraq,0.3
ISL,352,Iceland,0.2
ISR,376,Israel,0.2
ITA,380,Italy,0.4
JAM,388,Jamaica,10.1
JEY,832,Jersey,NA
JOR,400,Jordan,0.1
JPN,392,Japan,0.3
KAZ,398,Kazakhstan,11.4
KEN,404,Kenya,86.7
KGZ,417,Kyrgyzstan,24.4
KHM,116,Cambodia,78.7
KIR,296,Kiribati,57.5
KNA,659,Saint Kitts and Nevis,NA
KOR,410,South Korea,0.2
KWT,414,Kuwait,0.2
LAO,418,Laos,93.4
LBN,422,Lebanon,0.3
LBR,430,Liberia,94.9
LBY,434,Libya,0.4
LCA,662,Saint Lucia,3.3
LIE,438,Liechtenstein,NA
LKA,144,Sri Lanka,61.4
LSO,426,Lesotho,55.2
LTU,440,Lithuania,3.8
LUX,442,Luxembourg,0.2
LVA,428,Latvia,7.6
MAC,446,Macao,NA
MAR,504,Morocco,2.8
MCO,492,Monaco,NA
MDA,498,Moldova,6.3
MDG,450,Madagascar,98.4
MDV,462,Maldives,9.3
MEX,484,Mexico,13.1
MHL,584,Marshall Islands,25.9
MKD,807,North Macedonia,NA
MLI,466,Mali,98.5
MLT,470,Malta,0.2
MMR,104,Myanmar,79.6
MNE,499,Montenegro,39
MNG,496,Mongolia,43.5
MOZ,508,Mozambique,96.1
MRT,478,Mauritania,51.7
MUS,480,Mauritius,1.3
MWI,454,Malawi,96.7
MYS,458,Malaysia,0.8
NAM,516,Namibia,50.1
NCL,540,New Caledonia,NA
NER,562,Niger,98.6
NGA,566,Nigeria,77.4
NIC,558,Nicaragua,44.1
NIU,570,Niue,NA
NLD,528,Netherlands,0.1
NOR,578,Norway,0.2
NPL,524,Nepal,67
NRU,520,Nauru,NA
NZL,554,New Zealand,0.4
OMN,512,Oman,1
PAK,586,Pakistan,53
PAN,591,Panama,10
PER,604,Peru,19.4
PHL,608,Philippines,48.1
PLW,585,Palau,NA
PNG,598,Papua New Guinea,84.8
POL,616,Poland,14.2
PRK,408,North Korea,86.2
PRT,620,Portugal,0.6
PRY,600,Paraguay,33.2
PSE,275,State of Palestine,1
PYF,258,French Polynesia,NA
QAT,634,Qatar,0
ROU,642,Romania,13.2
RUS,643,Russia,2.3
RWA,646,Rwanda,99
SAU,682,Saudi Arabia,0.8
SDN,729,Sudan,41.2
SEN,686,Senegal,78.2
SGP,702,Singapore,0.3
SLB,90,Solomon Islands,89.8
SLE,694,Sierra Leone,97.2
SLV,222,El Salvador,12
SMR,674,San Marino,NA
SOM,706,Somalia,97.5
SRB,688,Serbia,24
SSD,728,South Sudan,99.3
STP,678,Sao Tome and Principe,55
SUR,740,Suriname,9
SVK,703,Slovakia,1.2
SVN,705,Slovenia,10.3
SWE,752,Sweden,0.2
SWZ,748,Eswatini,56.1
SXM,534,Sint Maarten,NA
SYC,690,Seychelles,0.6
SYR,760,Syria,0.1
TCA,796,Turks and Caicos Islands,NA
TCD,148,Chad,96
TGO,768,Togo,91.2
THA,764,Thailand,21.2
TJK,762,Tajikistan,29
TKM,795,Turkmenistan,0.1
TLS,626,Timor-Leste,81.3
TON,776,Tonga,36.4
TTO,780,Trinidad and Tobago,0.2
TUN,788,Tunisia,0.3
TUR,792,Turkey,0.7
TUV,798,Tuvalu,NA
TWN,158,Taiwan,9.6
TZA,834,Tanzania,97.9
UGA,800,Uganda,97.8
UKR,804,Ukraine,3.9
URY,858,Uruguay,2.4
USA,840,United States of America,0.2
UZB,860,Uzbekistan,9.9
VAT,336,Holy See,NA
VCT,670,Saint Vincent and the Grenadines,3.3
VEN,862,Venezuela,0.3
VGB,92,British Virgin Islands,NA
VNM,704,Viet Nam,40.8
VUT,548,Vanuatu,88.3
WLF,876,Wallis and Futuna Islands,NA
WSM,882,Samoa,60.5
XKX,689,Kosovo,NA
YEM,887,Yemen,24.1
ZAF,710,South Africa,12.5
ZMB,894,Zambia,80.4
ZWE,716,Zimbabwe,68.8
