iso,code,country,B.2.4.5_raw_2020
SLB,90,Solomon Islands,68
SLE,694,Sierra Leone,0
SLV,222,El Salvador,0
SMR,674,San Marino,0
SOM,706,Somalia,9
SRB,688,Serbia,0
SSD,728,South Sudan,0
STP,678,Sao Tome and Principe,28
SUR,740,Suriname,0
SVK,703,Slovakia,0
SVN,705,Slovenia,0
SWE,752,Sweden,0
SWZ,748,Eswatini,0
SXM,534,Sint Maarten,0
SYC,690,Seychelles,17
SYR,760,Syria,0
TCA,796,Turks and Caicos Islands,0
TCD,148,Chad,0
TGO,768,Togo,0
THA,764,Thailand,3
TJK,762,Tajikistan,0
TKM,795,Turkmenistan,0
TLS,626,Timor-Leste,0
TON,776,Tonga,3
TTO,780,Trinidad and Tobago,3
TUN,788,Tunisia,0
TUR,792,Turkey,0
TUV,798,Tuvalu,0
TWN,158,Taiwan,29
TZA,834,Tanzania,33
UGA,800,Uganda,1
UKR,804,Ukraine,0
URY,858,Uruguay,0
USA,840,United States of America,77
UZB,860,Uzbekistan,0
VAT,336,Holy See,0
VCT,670,Saint Vincent and the Grenadines,3
VEN,862,Venezuela,52
VGB,92,British Virgin Islands,0
VNM,704,Viet Nam,10
VUT,548,Vanuatu,11
WLF,876,Wallis and Futuna Islands,0
WSM,882,Samoa,9
XKX,689,Kosovo,NA
YEM,887,Yemen,10
ZAF,710,South Africa,18
ZMB,894,Zambia,2
ZWE,716,Zimbabwe,0
